STATE,CITY,POP
South Carolina,Laurens County,67965
South Carolina,Lee County,16153
South Carolina,Lexington County,304797
South Carolina,McCormick County,9764
South Carolina,Marion County,28450
South Carolina,Marlboro County,26039
South Carolina,Newberry County,38247
South Carolina,Oconee County,80180
South Carolina,Orangeburg County,83094
South Carolina,Pickens County,133462
South Carolina,Richland County,421566
South Carolina,Saluda County,18938
South Carolina,Spartanburg County,345831
South Carolina,Sumter County,104012
South Carolina,Union County,26752
South Carolina,Williamsburg County,30058
South Carolina,York County,294248
South Dakota,South Dakota,909824
South Dakota,Aurora County,2755
South Dakota,Beadle County,19376
South Dakota,Bennett County,3336
South Dakota,Bon Homme County,7062
South Dakota,Brookings County,35484
South Dakota,Brown County,37972
South Dakota,Brule County,5321
South Dakota,Buffalo County,1861
South Dakota,Butte County,10774
South Dakota,Campbell County,1349
South Dakota,Charles Mix County,9213
South Dakota,Clark County,3912
South Dakota,Clay County,15280
South Dakota,Codington County,28721
South Dakota,Corson County,3826
South Dakota,Custer County,9006
South Dakota,Davison County,19973
South Dakota,Day County,5479
South Dakota,Deuel County,4352
South Dakota,Dewey County,5140
South Dakota,Douglas County,2776
South Dakota,Edmunds County,4065
South Dakota,Fall River County,7370
South Dakota,Faulk County,2126
South Dakota,Grant County,7463
South Dakota,Gregory County,3962
South Dakota,Haakon County,1826
South Dakota,Hamlin County,6352
South Dakota,Hand County,3140
South Dakota,Hanson County,3461
South Dakota,Harding County,1330
South Dakota,Hughes County,17692
South Dakota,Hutchinson County,7368
South Dakota,Hyde County,1184
South Dakota,Jackson County,2821
South Dakota,Jerauld County,1650
South Dakota,Jones County,884
South Dakota,Kingsbury County,5294
South Dakota,Lake County,10972
South Dakota,Lawrence County,27214
South Dakota,Lincoln County,70987
South Dakota,Lyman County,3692
South Dakota,McCook County,5778
South Dakota,McPherson County,2395
South Dakota,Marshall County,4374
South Dakota,Meade County,30698
South Dakota,Mellette County,1892
South Dakota,Miner County,2304
South Dakota,Minnehaha County,203971
South Dakota,Moody County,6349
South Dakota,Oglala Lakota County,13519
South Dakota,Pennington County,114461
South Dakota,Perkins County,2804
South Dakota,Potter County,2438
South Dakota,Roberts County,10163
South Dakota,Sanborn County,2415
South Dakota,Spink County,6235
South Dakota,Stanley County,2999
South Dakota,Sully County,1471
South Dakota,Todd County,9220
South Dakota,Tripp County,5565
South Dakota,Turner County,8856
South Dakota,Union County,17063
South Dakota,Walworth County,5265
South Dakota,Yankton County,23373
South Dakota,Ziebach County,2395
Tennessee,Tennessee,7051339
Tennessee,Anderson County,78913
Tennessee,Bedford County,51950
Tennessee,Benton County,16002
Tennessee,Bledsoe County,14798
Tennessee,Blount County,139958
Tennessee,Bradley County,110616
Tennessee,Campbell County,39584
Tennessee,Cannon County,14788
Tennessee,Carroll County,28458
Tennessee,Carter County,56410
Tennessee,Cheatham County,41830
Tennessee,Chester County,17609
Tennessee,Claiborne County,32431
Tennessee,Clay County,7620
Tennessee,Cocke County,36879
Tennessee,Coffee County,59728
Tennessee,Crockett County,13888
Tennessee,Cumberland County,63522
Tennessee,Davidson County,708144
Tennessee,Decatur County,11564
Tennessee,DeKalb County,21003
Tennessee,Dickson County,55761
Tennessee,Dyer County,36410
Tennessee,Fayette County,43630
Tennessee,Fentress County,19332
Tennessee,Franklin County,43942
Tennessee,Gibson County,50837
Tennessee,Giles County,30554
Tennessee,Grainger County,24277
Tennessee,Greene County,71405
Tennessee,Grundy County,13783
Tennessee,Hamblen County,65168
Tennessee,Hamilton County,374682
Tennessee,Hancock County,6845
Tennessee,Hardeman County,25529
Tennessee,Hardin County,27077
Tennessee,Hawkins County,58043
Tennessee,Haywood County,17550
Tennessee,Henderson County,27929
Tennessee,Henry County,32379
Tennessee,Hickman County,25455
Tennessee,Houston County,8219
Tennessee,Humphreys County,19106
Tennessee,Jackson County,11989
Tennessee,Jefferson County,56727
Tennessee,Johnson County,18086
Tennessee,Knox County,494574
Tennessee,Lake County,6507
Tennessee,Lauderdale County,24793
Tennessee,Lawrence County,45415
Tennessee,Lewis County,12957
Tennessee,Lincoln County,36004
Tennessee,Loudon County,58181
Tennessee,McMinn County,54719
Tennessee,McNairy County,25988
Tennessee,Macon County,26229
Tennessee,Madison County,99245
Tennessee,Marion County,29094
Tennessee,Marshall County,35878
Tennessee,Maury County,108159
Tennessee,Meigs County,13272
Tennessee,Monroe County,47740
Tennessee,Montgomery County,235201
Tennessee,Moore County,6742
Tennessee,Morgan County,21224
Tennessee,Obion County,30394
Tennessee,Overton County,23044
Tennessee,Perry County,8685
Tennessee,Pickett County,5107
Tennessee,Polk County,17863
Tennessee,Putnam County,82382
Tennessee,Rhea County,33730
Tennessee,Roane County,55082
Tennessee,Robertson County,75470
Tennessee,Rutherford County,360619
Tennessee,Scott County,22035
Tennessee,Sequatchie County,16909
Tennessee,Sevier County,98789
Tennessee,Shelby County,916371
Tennessee,Smith County,20489
Tennessee,Stewart County,14035
Tennessee,Sullivan County,160820
Tennessee,Sumner County,203858
Tennessee,Tipton County,61656
Tennessee,Trousdale County,12111
Tennessee,Unicoi County,17674
Tennessee,Union County,20452
Tennessee,Van Buren County,6429
Tennessee,Warren County,42026
Tennessee,Washington County,136172
Tennessee,Wayne County,16308
Tennessee,Weakley County,33063
Tennessee,White County,28064
Tennessee,Williamson County,260815
Tennessee,Wilson County,158555
Texas,Texas,30029572
Texas,Anderson County,58064
Texas,Andrews County,18334
Texas,Angelina County,87101
Texas,Aransas County,24944
Texas,Archer County,8835
Texas,Armstrong County,1850
Texas,Atascosa County,50864
Texas,Austin County,31097
Texas,Bailey County,6779
Texas,Bandera County,22115
Texas,Bastrop County,106188
Texas,Baylor County,3466
Texas,Bee County,30394
Texas,Bell County,388386
Texas,Bexar County,2059530
Texas,Blanco County,12418
Texas,Borden County,585
Texas,Bosque County,18697
Texas,Bowie County,92035
Texas,Brazoria County,388181
Texas,Brazos County,242014
Texas,Brewster County,9343
Texas,Briscoe County,1431
Texas,Brooks County,6906
Texas,Brown County,38373
Texas,Burleson County,18657
Texas,Burnet County,52502
Texas,Caldwell County,47848
Texas,Calhoun County,19706
Texas,Callahan County,14210
Texas,Cameron County,425208
Texas,Camp County,12716
Texas,Carson County,5784
Texas,Cass County,28539
Texas,Castro County,7298
Texas,Chambers County,51288
Texas,Cherokee County,51645
Texas,Childress County,6809
Texas,Clay County,10486
Texas,Cochran County,2526
Texas,Coke County,3333
Texas,Coleman County,7850
Texas,Collin County,1158696
Texas,Collingsworth County,2568
Texas,Colorado County,20754
Texas,Comal County,184642
Texas,Comanche County,13878
Texas,Concho County,3340
Texas,Cooke County,43050
Texas,Coryell County,85057
Texas,Cottle County,1307
Texas,Crane County,4546
Texas,Crockett County,2943
Texas,Crosby County,4998
Texas,Culberson County,2155
Texas,Dallam County,7241
Texas,Dallas County,2600840
Texas,Dawson County,12130
Texas,Deaf Smith County,18377
Texas,Delta County,5406
Texas,Denton County,977281
Texas,DeWitt County,19772
Texas,Dickens County,1726
Texas,Dimmit County,8387
Texas,Donley County,3339
Texas,Duval County,9888
Texas,Eastland County,17944
Texas,Ector County,160869
Texas,Edwards County,1422
Texas,Ellis County,212182
Texas,El Paso County,868763
Texas,Erath County,43895
Texas,Falls County,17049
Texas,Fannin County,37125
Texas,Fayette County,24913
Texas,Fisher County,3622
Texas,Floyd County,5235
Texas,Foard County,1057
Texas,Fort Bend County,889146
Texas,Franklin County,10618
Texas,Freestone County,19950
Texas,Frio County,17815
Texas,Gaines County,22181
Texas,Galveston County,357117
Texas,Garza County,6262
Texas,Gillespie County,27477
Texas,Glasscock County,1164
Texas,Goliad County,7131
Texas,Gonzales County,19832
Texas,Gray County,21015
Texas,Grayson County,143131
Texas,Gregg County,125443
Texas,Grimes County,30754
Texas,Guadalupe County,182760
Texas,Hale County,31827
Texas,Hall County,2810
Texas,Hamilton County,8298
Texas,Hansford County,5151
Texas,Hardeman County,3516
Texas,Hardin County,57811
Texas,Harris County,4780913
Texas,Harrison County,69955
Texas,Hartley County,5208
Texas,Haskell County,5403
Texas,Hays County,269225
Texas,Hemphill County,3217
Texas,Henderson County,84511
Texas,Hidalgo County,888367
Texas,Hill County,37329
Texas,Hockley County,21161
Texas,Hood County,66373
Texas,Hopkins County,37804
Texas,Houston County,21950
Texas,Howard County,33672
Texas,Hudspeth County,3432
Texas,Hunt County,108282
Texas,Hutchinson County,20215
Texas,Irion County,1530
Texas,Jack County,8922
Texas,Jackson County,15142
Texas,Jasper County,32484
Texas,Jeff Davis County,1903
Texas,Jefferson County,250830
Texas,Jim Hogg County,4763
Texas,Jim Wells County,38826
Texas,Johnson County,195506
Texas,Jones County,19935
Texas,Karnes County,14836
Texas,Kaufman County,172366
Texas,Kendall County,48973
Texas,Kenedy County,358
Texas,Kent County,740
Texas,Kerr County,53741
Texas,Kimble County,4422
Texas,King County,233
Texas,Kinney County,3128
Texas,Kleberg County,30362
Texas,Knox County,3273
Texas,Lamar County,50484
Texas,Lamb County,12724
Texas,Lampasas County,22785
Texas,La Salle County,6604
Texas,Lavaca County,20589
Texas,Lee County,17954
Texas,Leon County,16209
Texas,Liberty County,101992
Texas,Limestone County,22253
Texas,Lipscomb County,2854
Texas,Live Oak County,11428
Texas,Llano County,22540
Texas,Loving County,51
Texas,Lubbock County,317561
Texas,Lynn County,5724
Texas,McCulloch County,7497
Texas,McLennan County,266836
Texas,McMullen County,576
Texas,Madison County,13661
Texas,Marion County,9560
Texas,Martin County,5217
Texas,Mason County,3982
Texas,Matagorda County,36125
Texas,Maverick County,57843
Texas,Medina County,53723
Texas,Menard County,1968
Texas,Midland County,171999
Texas,Milam County,25628
Texas,Mills County,4500
Texas,Mitchell County,8943
Texas,Montague County,21063
Texas,Montgomery County,678490
Texas,Moore County,20996
Texas,Morris County,12083
Texas,Motley County,1032
Texas,Nacogdoches County,64862
Texas,Navarro County,54636
Texas,Newton County,12052
Texas,Nolan County,14473
Texas,Nueces County,351674
Texas,Ochiltree County,9606
Texas,Oldham County,1752
Texas,Orange County,84934
Texas,Palo Pinto County,29239
Texas,Panola County,22677
Texas,Parker County,165834
Texas,Parmer County,9620
Texas,Pecos County,14735
Texas,Polk County,53255
Texas,Potter County,115645
Texas,Presidio County,5939
Texas,Rains County,12823
Texas,Randall County,146140
Texas,Reagan County,3135
Texas,Real County,2840
Texas,Red River County,11542
Texas,Reeves County,12905
Texas,Refugio County,6632
Texas,Roberts County,803
Texas,Robertson County,17153
Texas,Rockwall County,123208
Texas,Runnels County,9859
Texas,Rusk County,53333
Texas,Sabine County,10048
Texas,San Augustine County,7857
Texas,San Jacinto County,28348
Texas,San Patricio County,69954
Texas,San Saba County,5824
Texas,Schleicher County,2357
Texas,Scurry County,16686
Texas,Shackelford County,3186
Texas,Shelby County,24008
Texas,Sherman County,2799
Texas,Smith County,241922
Texas,Somervell County,9757
Texas,Starr County,65728
Texas,Stephens County,9390
Texas,Sterling County,1417
Texas,Stonewall County,1182
Texas,Sutton County,3217
Texas,Swisher County,6881
Texas,Tarrant County,2154595
Texas,Taylor County,145163
Texas,Terrell County,693
Texas,Terry County,11567
Texas,Throckmorton County,1550
Texas,Titus County,31208
Texas,Tom Green County,118892
Texas,Travis County,1326436
Texas,Trinity County,13996
Texas,Tyler County,20030
Texas,Upshur County,42488
Texas,Upton County,3152
Texas,Uvalde County,24940
Texas,Val Verde County,47606
Texas,Van Zandt County,62859
Texas,Victoria County,91065
Texas,Walker County,78870
Texas,Waller County,61894
Texas,Ward County,10964
Texas,Washington County,36159
Texas,Webb County,267780
Texas,Wharton County,41824
Texas,Wheeler County,4807
Texas,Wichita County,129978
Texas,Wilbarger County,12491
Texas,Willacy County,20143
Texas,Williamson County,671418
Texas,Wilson County,52735
Texas,Winkler County,7306
Texas,Wise County,74895
Texas,Wood County,46857
Texas,Yoakum County,7451
Texas,Young County,17962
Texas,Zapata County,13849
Texas,Zavala County,9377
Utah,Utah,3380800
Utah,Beaver County,7327
Utah,Box Elder County,61498
Utah,Cache County,140173
Utah,Carbon County,20571
Utah,Daggett County,1014
Utah,Davis County,369948
Utah,Duchesne County,20161
Utah,Emery County,10099
Utah,Garfield County,5281
Utah,Grand County,9769
Utah,Iron County,62429
Utah,Juab County,12567
Utah,Kane County,8227
Utah,Millard County,13330
Utah,Morgan County,12832
Utah,Piute County,1487
Utah,Rich County,2628
Utah,Salt Lake County,1186257
Utah,San Juan County,14359
Utah,Sanpete County,29724
Utah,Sevier County,22069
Utah,Summit County,43036
Utah,Tooele County,79934
Utah,Uintah County,37141
Utah,Utah County,702434
Utah,Wasatch County,36619
Utah,Washington County,197680
Utah,Wayne County,2645
Utah,Weber County,269561
Vermont,Vermont,647064
Vermont,Addison County,37578
Vermont,Bennington County,37392
Vermont,Caledonia County,30579
Vermont,Chittenden County,169301
Vermont,Essex County,5994
Vermont,Franklin County,50731
Vermont,Grand Isle County,7489
Vermont,Lamoille County,26090
Vermont,Orange County,29846
Vermont,Orleans County,27666
Vermont,Rutland County,60366
Vermont,Washington County,60048
Vermont,Windham County,45842
Vermont,Windsor County,58142
Virginia,Virginia,8683619
Virginia,Accomack County,33191
Virginia,Albemarle County,114534
Virginia,Alleghany County,14835
Virginia,Amelia County,13455
Virginia,Amherst County,31589
Virginia,Appomattox County,16748
Virginia,Arlington County,234000
Virginia,Augusta County,78064
Virginia,Bath County,4049
Virginia,Bedford County,80848
Virginia,Bland County,6148
Virginia,Botetourt County,34135
Virginia,Brunswick County,15921
Virginia,Buchanan County,19352
Virginia,Buckingham County,16982
Virginia,Campbell County,55141
Virginia,Caroline County,31957
Virginia,Carroll County,29147
Virginia,Charles City County,6605
Virginia,Charlotte County,11475
Virginia,Chesterfield County,378408
Virginia,Clarke County,15266
Virginia,Craig County,4847
Virginia,Culpeper County,54381
Virginia,Cumberland County,9746
Virginia,Dickenson County,13725
Virginia,Dinwiddie County,28161
Virginia,Essex County,10630
Virginia,Fairfax County,1138331
Virginia,Fauquier County,74664
Virginia,Floyd County,15619
Virginia,Fluvanna County,28159
Virginia,Franklin County,55074
Virginia,Frederick County,95051
Virginia,Giles County,16453
Virginia,Gloucester County,39493
Virginia,Goochland County,26109
Virginia,Grayson County,15343
Virginia,Greene County,21107
Virginia,Greensville County,11226
Virginia,Halifax County,33644
Virginia,Hanover County,112938
Virginia,Henrico County,333962
Virginia,Henry County,49906
Virginia,Highland County,2301
Virginia,Isle of Wight County,40151
Virginia,James City County,81199
Virginia,King and Queen County,6718
Virginia,King George County,27856
Virginia,King William County,18492
Virginia,Lancaster County,10750
Virginia,Lee County,21982
Virginia,Loudoun County,432085
Virginia,Louisa County,40116
Virginia,Lunenburg County,12031
Virginia,Madison County,14000
Virginia,Mathews County,8490
Virginia,Mecklenburg County,30508
Virginia,Middlesex County,10943
Virginia,Montgomery County,98915
Virginia,Nelson County,14652
Virginia,New Kent County,24986
Virginia,Northampton County,11900
Virginia,Northumberland County,12302
Virginia,Nottoway County,15559
Virginia,Orange County,37991
Virginia,Page County,23750
Virginia,Patrick County,17643
Virginia,Pittsylvania County,59952
Virginia,Powhatan County,31489
Virginia,Prince Edward County,21927
Virginia,Prince George County,43134
Virginia,Prince William County,486943
Virginia,Pulaski County,33706
Virginia,Rappahannock County,7502
Virginia,Richmond County,9080
Virginia,Roanoke County,96914
Virginia,Rockbridge County,22593
Virginia,Rockingham County,85397
Virginia,Russell County,25448
Virginia,Scott County,21476
Virginia,Shenandoah County,44968
Virginia,Smyth County,29449
Virginia,Southampton County,17932
Virginia,Spotsylvania County,146688
Virginia,Stafford County,163380
Virginia,Surry County,6527
Virginia,Sussex County,10680
Virginia,Tazewell County,39821
Virginia,Warren County,41440
Virginia,Washington County,53958
Virginia,Westmoreland County,18712
Virginia,Wise County,35421
Virginia,Wythe County,28111
Virginia,York County,71341
Virginia,Alexandria city,155525
Virginia,Bristol city,16975
Virginia,Buena Vista city,6591
Virginia,Charlottesville city,45373
Virginia,Chesapeake city,252488
Virginia,Colonial Heights city,18294
Virginia,Covington city,5679
Virginia,Danville city,42229
Virginia,Emporia city,5481
Virginia,Fairfax city,24835
Virginia,Falls Church city,14586
Virginia,Franklin city,8247
Virginia,Fredericksburg city,28757
Virginia,Galax city,6730
Virginia,Hampton city,138037
Virginia,Harrisonburg city,51158
Virginia,Hopewell city,22962
Virginia,Lexington city,7457
Virginia,Lynchburg city,79287
Virginia,Manassas city,42642
Virginia,Manassas Park city,16703
Virginia,Martinsville city,13725
Virginia,Newport News city,184306
Virginia,Norfolk city,232995
Virginia,Norton city,3609
Virginia,Petersburg city,33394
Virginia,Poquoson city,12582
Virginia,Portsmouth city,97029
Virginia,Radford city,16738
Virginia,Richmond city,229395
Virginia,Roanoke city,97847
Virginia,Salem city,25523
Virginia,Staunton city,25904
Virginia,Suffolk city,98537
Virginia,Virginia Beach city,455618
Virginia,Waynesboro city,22808
Virginia,Williamsburg city,15909
Virginia,Winchester city,27936
Washington,Washington,7785786
Washington,Adams County,20961
Washington,Asotin County,22508
Washington,Benton County,212791
Washington,Chelan County,79926
Washington,Clallam County,77805
Washington,Clark County,516779
Washington,Columbia County,4026
Washington,Cowlitz County,111956
Washington,Douglas County,44192
Washington,Ferry County,7448
Washington,Franklin County,98678
Washington,Garfield County,2363
Washington,Grant County,101311
Washington,Grays Harbor County,77038
Washington,Island County,86625
Washington,Jefferson County,33589
Washington,King County,2266789
Washington,Kitsap County,277673
Washington,Kittitas County,45189
Washington,Klickitat County,23271
Washington,Lewis County,85370
Washington,Lincoln County,11601
Washington,Mason County,68166
Washington,Okanogan County,43127
Washington,Pacific County,24113
Washington,Pend Oreille County,14179
Washington,Pierce County,927380
Washington,San Juan County,18662
Washington,Skagit County,131179
Washington,Skamania County,12460
Washington,Snohomish County,840079
Washington,Spokane County,549690
Washington,Stevens County,48229
Washington,Thurston County,298758
Washington,Wahkiakum County,4688
Washington,Walla Walla County,61890
Washington,Whatcom County,230677
Washington,Whitman County,47619
Washington,Yakima County,257001
West Virginia,West Virginia,1775156
West Virginia,Barbour County,15414
West Virginia,Berkeley County,129490
West Virginia,Boone County,20968
West Virginia,Braxton County,12185
West Virginia,Brooke County,21733
West Virginia,Cabell County,92730
West Virginia,Calhoun County,6068
West Virginia,Clay County,7814
West Virginia,Doddridge County,7698
West Virginia,Fayette County,39487
West Virginia,Gilmer County,7325
West Virginia,Grant County,10968
West Virginia,Greenbrier County,32435
West Virginia,Hampshire County,23468
West Virginia,Hancock County,28172
West Virginia,Hardy County,14192
West Virginia,Harrison County,64915
West Virginia,Jackson County,27716
West Virginia,Jefferson County,58979
West Virginia,Kanawha County,175515
West Virginia,Lewis County,16767
West Virginia,Lincoln County,19901
West Virginia,Logan County,31316
West Virginia,McDowell County,17850
West Virginia,Marion County,55952
West Virginia,Marshall County,29752
West Virginia,Mason County,25000
West Virginia,Mercer County,58700
West Virginia,Mineral County,26855
West Virginia,Mingo County,22573
West Virginia,Monongalia County,106869
West Virginia,Monroe County,12296
West Virginia,Morgan County,17430
West Virginia,Nicholas County,24335
West Virginia,Ohio County,41447
West Virginia,Pendleton County,6011
West Virginia,Pleasants County,7586
West Virginia,Pocahontas County,7819
West Virginia,Preston County,34172
West Virginia,Putnam County,57015
West Virginia,Raleigh County,72882
West Virginia,Randolph County,27600
West Virginia,Ritchie County,8207
West Virginia,Roane County,13834
West Virginia,Summers County,11762
West Virginia,Taylor County,16342
West Virginia,Tucker County,6568
West Virginia,Tyler County,8183
West Virginia,Upshur County,23712
West Virginia,Wayne County,37998
West Virginia,Webster County,8167
West Virginia,Wetzel County,14025
West Virginia,Wirt County,5091
West Virginia,Wood County,83340
West Virginia,Wyoming County,20527
Wisconsin,Wisconsin,5892539
Wisconsin,Adams County,21226
Wisconsin,Ashland County,16039
Wisconsin,Barron County,46843
Wisconsin,Bayfield County,16608
Wisconsin,Brown County,270036
Wisconsin,Buffalo County,13391
Wisconsin,Burnett County,17036
Wisconsin,Calumet County,52718
Wisconsin,Chippewa County,66807
Wisconsin,Clark County,34691
Wisconsin,Columbia County,58193
Wisconsin,Crawford County,16007
Wisconsin,Dane County,568203
Wisconsin,Dodge County,88282
Wisconsin,Door County,30526
Wisconsin,Douglas County,44144
Wisconsin,Dunn County,45651
Wisconsin,Eau Claire County,106837
Wisconsin,Florence County,4688
Wisconsin,Fond du Lac County,103836
Wisconsin,Forest County,9381
Wisconsin,Grant County,51276
Wisconsin,Green County,36816
Wisconsin,Green Lake County,19220
Wisconsin,Iowa County,23865
Wisconsin,Iron County,6224
Wisconsin,Jackson County,20836
Wisconsin,Jefferson County,85784
Wisconsin,Juneau County,26866
Wisconsin,Kenosha County,167817
Wisconsin,Kewaunee County,20623
Wisconsin,La Crosse County,120294
Wisconsin,Lafayette County,16877
Wisconsin,Langlade County,19559
Wisconsin,Lincoln County,28376
Wisconsin,Manitowoc County,81172
Wisconsin,Marathon County,137958
Wisconsin,Marinette County,41988
Wisconsin,Marquette County,15779
Wisconsin,Menominee County,4197
Wisconsin,Milwaukee County,918661
Wisconsin,Monroe County,46109
Wisconsin,Oconto County,39633
Wisconsin,Oneida County,38212
Wisconsin,Outagamie County,192127
Wisconsin,Ozaukee County,93009
Wisconsin,Pepin County,7410
Wisconsin,Pierce County,42532
Wisconsin,Polk County,45709
Wisconsin,Portage County,70718
Wisconsin,Price County,14179
Wisconsin,Racine County,195846
Wisconsin,Richland County,17090
Wisconsin,Rock County,164060
Wisconsin,Rusk County,14186
Wisconsin,St. Croix County,96017
Wisconsin,Sauk County,65777
Wisconsin,Sawyer County,18559
Wisconsin,Shawano County,40886
Wisconsin,Sheboygan County,117841
Wisconsin,Taylor County,19975
Wisconsin,Trempealeau County,30899
Wisconsin,Vernon County,31060
Wisconsin,Vilas County,23763
Wisconsin,Walworth County,105380
Wisconsin,Washburn County,16911
Wisconsin,Washington County,137688
Wisconsin,Waukesha County,410434
Wisconsin,Waupaca County,51488
Wisconsin,Waushara County,24999
Wisconsin,Winnebago County,170718
Wisconsin,Wood County,73993
Wyoming,Wyoming,581381
Wyoming,Albany County,38031
Wyoming,Big Horn County,11855
Wyoming,Campbell County,47058
Wyoming,Carbon County,14542
Wyoming,Converse County,13786
Wyoming,Crook County,7448
Wyoming,Fremont County,39472
Wyoming,Goshen County,12562
Wyoming,Hot Springs County,4588
Wyoming,Johnson County,8730
Wyoming,Laramie County,100723
Wyoming,Lincoln County,20660
Wyoming,Natrona County,79601
Wyoming,Niobrara County,2380
Wyoming,Park County,30518
Wyoming,Platte County,8645
Wyoming,Sheridan County,32096
Wyoming,Sublette County,8763
Wyoming,Sweetwater County,41345
Wyoming,Teton County,23287
Wyoming,Uinta County,20712
Wyoming,Washakie County,7719
Wyoming,Weston County,6860
